Caramuca,8.5974451,-70.3197015
Kristinehamn,59.3257396,14.0908934
Jiangzhang,29.482105,86.228141
Fortios,39.3195065,-7.4906959
Roxas,14.6103278,121.0080574
Kawerau,-38.0846351,176.6989753
Ribeiro,40.5660046,-8.1351741
Hengjian,39.930195,114.746256
Nong Ruea,16.5154623,102.4151335
Louisville,38.2,-85.7
Huari,-9.3483845,-77.1708039
Arboleda,6.0351528,-75.427262
Singkup,-2.321899,110.5930548
Banqiao,35.4937018,110.3838909
Panggulan,-6.4331238,106.7563363
Montbéliard,45.417087,-0.302506
Henglin,28.555787,121.244605
Pointe Michel,15.259569,-61.3749796
Bjästa,63.2563101,18.4484104
Lupon,14.576059,121.122805
